-310.738953,-113.08342,-32.507629
-279.270142,-125.280113,-19.805592
-251.042603,-117.698898,-14.793171
-282.341248,-108.629814,-23.941286
-279.270142,-125.280113,-19.805592
-247.656921,-138.100403,-8.45038
-220.069733,-127.762596,-6.873988
-251.042603,-117.698898,-14.793171
-247.656921,-138.100403,-8.45038
-217.752838,-150.542664,0.587436
-191.342514,-138.105652,-0.892299
-220.069733,-127.762596,-6.873988
-217.752838,-150.542664,0.587436
-191.720749,-161.173889,6.64822
-166.943649,-147.507553,2.758987
-191.342514,-138.105652,-0.892299
-191.720749,-161.173889,6.64822
-169.865738,-169.336548,10.059941
-147.027893,-155.256744,4.429289
-166.943649,-147.507553,2.758987
-169.865738,-169.336548,10.059941
-151.286179,-174.932114,11.67528
-130.536591,-161.058685,4.843891
-147.027893,-155.256744,4.429289
-151.286179,-174.932114,11.67528
-134.718658,-178.149109,12.221289
-116.14183,-164.940323,4.584411
-130.536591,-161.058685,4.843891
-134.718658,-178.149109,12.221289
-118.968201,-179.105713,12.305235
-102.615021,-166.899277,4.136043
-116.14183,-164.940323,4.584411
-118.968201,-179.105713,12.305235
-103.014786,-177.736649,12.416842
-88.917976,-166.79483,3.902018
-102.615021,-166.899277,4.136043
-103.014786,-177.736649,12.416842
-85.814819,-173.802582,13.030406
-73.998505,-164.337997,4.28614
-88.917976,-166.79483,3.902018
-85.814819,-173.802582,13.030406
-66.139328,-166.847168,14.750467
-56.602978,-159.01857,5.818683
-73.998505,-164.337997,4.28614
-66.139328,-166.847168,14.750467
-42.319485,-156.050797,18.5427
-34.981411,-149.919571,9.362613
-56.602978,-159.01857,5.818683
-42.319485,-156.050797,18.5427
-13.528657,-141.10231,24.96768
-8.237965,-136.644287,15.409271
-34.981411,-149.919571,9.362613
-13.528657,-141.10231,24.96768
20.4394,-122.10128,34.189068
23.864067,-119.240486,24.088535
-8.237965,-136.644287,15.409271
20.4394,-122.10128,34.189068
62.320457,-97.742661,47.10799
63.987564,-96.438324,36.226505
23.864067,-119.240486,24.088535
62.320457,-97.742661,47.10799
110.718216,-69.310959,63.077148
110.746437,-69.470108,51.197945
63.987564,-96.438324,36.226505
110.718216,-69.310959,63.077148
152.26387,-45.401768,77.154053
151.067947,-46.600555,64.348679
110.746437,-69.470108,51.197945
152.26387,-45.401768,77.154053
181.263687,-29.550045,87.051987
179.303131,-31.311003,73.541969
151.067947,-46.600555,64.348679
181.263687,-29.550045,87.051987
200.826248,-19.602507,93.591553
198.350235,-21.67071,79.576271
179.303131,-31.311003,73.541969
200.826248,-19.602507,93.591553
214.458572,-13.352689,97.964851
211.600647,-15.590438,83.576385
198.350235,-21.67071,79.576271
214.458572,-13.352689,97.964851
224.800964,-9.186374,101.127373
221.633972,-11.515333,86.438042
211.600647,-15.590438,83.576385
224.800964,-9.186374,101.127373
232.684601,-6.576487,103.370247
229.25708,-8.943622,88.43573
221.633972,-11.515333,86.438042
